Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","162","Norway","5312","Area harvested","552","Blueberries","1999","1999","ha","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5312","Area harvested","552","Blueberries","2000","2000","ha","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5312","Area harvested","552","Blueberries","2001","2001","ha","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5312","Area harvested","552","Blueberries","2002","2002","ha","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5312","Area harvested","552","Blueberries","2003","2003","ha","24","","Official data"
"QCL","Crops and livestock products","162","Norway","5312","Area harvested","552","Blueberries","2004","2004","ha","24","","Official data"
"QCL","Crops and livestock products","162","Norway","5312","Area harvested","552","Blueberries","2005","2005","ha","24","","Official data"
"QCL","Crops and livestock products","162","Norway","5312","Area harvested","552","Blueberries","2006","2006","ha","25","","Official data"
"QCL","Crops and livestock products","162","Norway","5312","Area harvested","552","Blueberries","2007","2007","ha","22","","Official data"
"QCL","Crops and livestock products","162","Norway","5312","Area harvested","552","Blueberries","2008","2008","ha","25","","Official data"
"QCL","Crops and livestock products","162","Norway","5312","Area harvested","552","Blueberries","2009","2009","ha","28","","Official data"
"QCL","Crops and livestock products","162","Norway","5312","Area harvested","552","Blueberries","2010","2010","ha","23","","Official data"
"QCL","Crops and livestock products","162","Norway","5312","Area harvested","552","Blueberries","2011","2011","ha","25","","Official data"
"QCL","Crops and livestock products","162","Norway","5312","Area harvested","552","Blueberries","2012","2012","ha","23","","Official data"
"QCL","Crops and livestock products","162","Norway","5312","Area harvested","552","Blueberries","2013","2013","ha","25","","Official data"
"QCL","Crops and livestock products","162","Norway","5312","Area harvested","552","Blueberries","2014","2014","ha","22","","Official data"
"QCL","Crops and livestock products","162","Norway","5312","Area harvested","552","Blueberries","2015","2015","ha","20","","Official data"
"QCL","Crops and livestock products","162","Norway","5312","Area harvested","552","Blueberries","2016","2016","ha","20","","Official data"
"QCL","Crops and livestock products","162","Norway","5312","Area harvested","552","Blueberries","2017","2017","ha","19","","Official data"
"QCL","Crops and livestock products","162","Norway","5312","Area harvested","552","Blueberries","2018","2018","ha","18","","Official data"
"QCL","Crops and livestock products","162","Norway","5312","Area harvested","552","Blueberries","2019","2019","ha","19","","Official data"
"QCL","Crops and livestock products","162","Norway","5312","Area harvested","552","Blueberries","2020","2020","ha","20","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","162","Norway","5419","Yield","552","Blueberries","2003","2003","hg/ha","10000","Fc","Calculated data"
"QCL","Crops and livestock products","162","Norway","5419","Yield","552","Blueberries","2004","2004","hg/ha","12917","Fc","Calculated data"
"QCL","Crops and livestock products","162","Norway","5419","Yield","552","Blueberries","2005","2005","hg/ha","11667","Fc","Calculated data"
"QCL","Crops and livestock products","162","Norway","5419","Yield","552","Blueberries","2006","2006","hg/ha","21600","Fc","Calculated data"
"QCL","Crops and livestock products","162","Norway","5419","Yield","552","Blueberries","2007","2007","hg/ha","11364","Fc","Calculated data"
"QCL","Crops and livestock products","162","Norway","5419","Yield","552","Blueberries","2008","2008","hg/ha","9600","Fc","Calculated data"
"QCL","Crops and livestock products","162","Norway","5419","Yield","552","Blueberries","2009","2009","hg/ha","15714","Fc","Calculated data"
"QCL","Crops and livestock products","162","Norway","5419","Yield","552","Blueberries","2010","2010","hg/ha","25217","Fc","Calculated data"
"QCL","Crops and livestock products","162","Norway","5419","Yield","552","Blueberries","2011","2011","hg/ha","5600","Fc","Calculated data"
"QCL","Crops and livestock products","162","Norway","5419","Yield","552","Blueberries","2012","2012","hg/ha","15217","Fc","Calculated data"
"QCL","Crops and livestock products","162","Norway","5419","Yield","552","Blueberries","2013","2013","hg/ha","10800","Fc","Calculated data"
"QCL","Crops and livestock products","162","Norway","5419","Yield","552","Blueberries","2014","2014","hg/ha","1364","Fc","Calculated data"
"QCL","Crops and livestock products","162","Norway","5419","Yield","552","Blueberries","2015","2015","hg/ha","2000","Fc","Calculated data"
"QCL","Crops and livestock products","162","Norway","5419","Yield","552","Blueberries","2016","2016","hg/ha","4500","Fc","Calculated data"
"QCL","Crops and livestock products","162","Norway","5419","Yield","552","Blueberries","2017","2017","hg/ha","15789","Fc","Calculated data"
"QCL","Crops and livestock products","162","Norway","5419","Yield","552","Blueberries","2018","2018","hg/ha","14444","Fc","Calculated data"
"QCL","Crops and livestock products","162","Norway","5419","Yield","552","Blueberries","2019","2019","hg/ha","23158","Fc","Calculated data"
"QCL","Crops and livestock products","162","Norway","5419","Yield","552","Blueberries","2020","2020","hg/ha","16000","Fc","Calculated data"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1961","1961","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1962","1962","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1963","1963","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1964","1964","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1965","1965","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1966","1966","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1967","1967","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1968","1968","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1969","1969","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1970","1970","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1971","1971","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1972","1972","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1973","1973","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1974","1974","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1975","1975","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1976","1976","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1977","1977","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1978","1978","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1979","1979","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1980","1980","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1981","1981","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1982","1982","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1983","1983","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1984","1984","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1985","1985","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1986","1986","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1987","1987","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1988","1988","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1989","1989","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1990","1990","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1991","1991","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1992","1992","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1993","1993","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1994","1994","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1995","1995","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1996","1996","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1997","1997","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1998","1998","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","1999","1999","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","2000","2000","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","2001","2001","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","2002","2002","tonnes","","M","Data not available"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","2003","2003","tonnes","24","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","2004","2004","tonnes","31","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","2005","2005","tonnes","28","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","2006","2006","tonnes","54","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","2007","2007","tonnes","25","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","2008","2008","tonnes","24","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","2009","2009","tonnes","44","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","2010","2010","tonnes","58","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","2011","2011","tonnes","14","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","2012","2012","tonnes","35","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","2013","2013","tonnes","27","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","2014","2014","tonnes","3","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","2015","2015","tonnes","4","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","2016","2016","tonnes","9","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","2017","2017","tonnes","30","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","2018","2018","tonnes","26","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","2019","2019","tonnes","44","","Official data"
"QCL","Crops and livestock products","162","Norway","5510","Production","552","Blueberries","2020","2020","tonnes","32","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1961","1961","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1962","1962","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1963","1963","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1964","1964","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1965","1965","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1966","1966","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1967","1967","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1968","1968","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1969","1969","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1970","1970","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1971","1971","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1972","1972","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1973","1973","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1974","1974","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1975","1975","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1976","1976","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1977","1977","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1978","1978","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1979","1979","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1980","1980","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1981","1981","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1982","1982","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1983","1983","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1984","1984","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1985","1985","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1986","1986","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1987","1987","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1988","1988","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1989","1989","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1990","1990","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1991","1991","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1992","1992","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1993","1993","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1994","1994","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1995","1995","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1996","1996","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1997","1997","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1998","1998","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","1999","1999","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","2000","2000","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","2001","2001","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","2002","2002","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","2003","2003","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","2004","2004","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","2005","2005","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","2006","2006","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","2007","2007","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","2008","2008","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","2009","2009","ha","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","2010","2010","ha","32","*","Unofficial figure"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","2011","2011","ha","280","*","Unofficial figure"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","2012","2012","ha","400","","Official data"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","2013","2013","ha","650","","Official data"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","2014","2014","ha","300","","Official data"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","2015","2015","ha","1158","","Official data"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","2016","2016","ha","1945","","Official data"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","2017","2017","ha","4134","","Official data"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","2018","2018","ha","6011","","Official data"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","2019","2019","ha","11027","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","170","Peru","5312","Area harvested","552","Blueberries","2020","2020","ha","13443","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","170","Peru","5419","Yield","552","Blueberries","2010","2010","hg/ha","9375","Fc","Calculated data"
"QCL","Crops and livestock products","170","Peru","5419","Yield","552","Blueberries","2011","2011","hg/ha","11429","Fc","Calculated data"
"QCL","Crops and livestock products","170","Peru","5419","Yield","552","Blueberries","2012","2012","hg/ha","14000","Fc","Calculated data"
"QCL","Crops and livestock products","170","Peru","5419","Yield","552","Blueberries","2013","2013","hg/ha","25662","Fc","Calculated data"
"QCL","Crops and livestock products","170","Peru","5419","Yield","552","Blueberries","2014","2014","hg/ha","83333","Fc","Calculated data"
"QCL","Crops and livestock products","170","Peru","5419","Yield","552","Blueberries","2015","2015","hg/ha","91408","Fc","Calculated data"
"QCL","Crops and livestock products","170","Peru","5419","Yield","552","Blueberries","2016","2016","hg/ha","118139","Fc","Calculated data"
"QCL","Crops and livestock products","170","Peru","5419","Yield","552","Blueberries","2017","2017","hg/ha","126514","Fc","Calculated data"
"QCL","Crops and livestock products","170","Peru","5419","Yield","552","Blueberries","2018","2018","hg/ha","157719","Fc","Calculated data"
"QCL","Crops and livestock products","170","Peru","5419","Yield","552","Blueberries","2019","2019","hg/ha","134125","Fc","Calculated data"
"QCL","Crops and livestock products","170","Peru","5419","Yield","552","Blueberries","2020","2020","hg/ha","134122","Fc","Calculated data"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1961","1961","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1962","1962","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1963","1963","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1964","1964","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1965","1965","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1966","1966","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1967","1967","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1968","1968","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1969","1969","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1970","1970","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1971","1971","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1972","1972","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1973","1973","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1974","1974","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1975","1975","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1976","1976","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1977","1977","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1978","1978","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1979","1979","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1980","1980","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1981","1981","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1982","1982","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1983","1983","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1984","1984","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1985","1985","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1986","1986","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1987","1987","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1988","1988","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1989","1989","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1990","1990","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1991","1991","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1992","1992","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1993","1993","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1994","1994","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1995","1995","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1996","1996","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1997","1997","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1998","1998","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","1999","1999","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","2000","2000","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","2001","2001","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","2002","2002","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","2003","2003","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","2004","2004","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","2005","2005","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","2006","2006","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","2007","2007","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","2008","2008","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","2009","2009","tonnes","","M","Data not available"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","2010","2010","tonnes","30","*","Unofficial figure"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","2011","2011","tonnes","320","*","Unofficial figure"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","2012","2012","tonnes","560","","Official data"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","2013","2013","tonnes","1668","","Official data"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","2014","2014","tonnes","2500","","Official data"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","2015","2015","tonnes","10585","","Official data"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","2016","2016","tonnes","22978","","Official data"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","2017","2017","tonnes","52301","","Official data"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","2018","2018","tonnes","94805","","Official data"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","2019","2019","tonnes","147900","","Official data"
"QCL","Crops and livestock products","170","Peru","5510","Production","552","Blueberries","2020","2020","tonnes","180300","","Official data"
"QCL","Crops and livestock products","173","Poland","5312","Area harvested","552","Blueberries","1961","1961","ha","","M","Data not available"
"QCL","Crops and livestock products","173","Poland","5312","Area harvested","552","Blueberries","1962","1962","ha","","M","Data not available"
"QCL","Crops and livestock products","173","Poland","5312","Area harvested","552","Blueberries","1963","1963","ha","","M","Data not available"
"QCL","Crops and livestock products","173","Poland","5312","Area harvested","552","Blueberries","1964","1964","ha","","M","Data not available"
"QCL","Crops and livestock products","173","Poland","5312","Area harvested","552","Blueberries","1965","1965","ha","","M","Data not available"
"QCL","Crops and livestock products","173","Poland","5312","Area harvested","552","Blueberries","1966","1966","ha","","M","Data not available"
"QCL","Crops and livestock products","173","Poland","5312","Area harvested","552","Blueberries","1967","1967","ha","","M","Data not available"
"QCL","Crops and livestock products","173","Poland","5312","Area harvested","552","Blueberries","1968","1968","ha","","M","Data not available"
"QCL","Crops and livestock products","173","Poland","5312","Area harvested","552","Blueberries","1969","1969","ha","","M","Data not available"
"QCL","Crops and livestock products","173","Poland","5312","Area harvested","552","Blueberries","1970","1970","ha","","M","Data not available"
"QCL","Crops and livestock products","173","Poland","5312","Area harvested","552","Blueberries","1971","1971","ha","","M","Data not available"
"QCL","Crops and livestock products","173","Poland","5312","Area harvested","552","Blueberries","1972","1972","ha","","M","Data not available"
"QCL","Crops and livestock products","173","Poland","5312","Area harvested","552","Blueberries","1973","1973","ha","","M","Data not available"
"QCL","Crops and livestock products","173","Poland","5312","Area harvested","552","Blueberries","1974","1974","ha","","M","Data not available"
"QCL","Crops and livestock products","173","Poland","5312","Area harvested","552","Blueberries","1975","1975","ha","","M","Data not available"
"QCL","Crops and livestock products","173","Poland","5312","Area harvested","552","Blueberries","1976","1976","ha","","M","Data not available"
"QCL","Crops and livestock products","173","Poland","5312","Area harvested","552","Blueberries","1977","1977","ha","","M","Data not available"
"QCL","Crops and livestock products","173","Poland","5312","Area harvested","552","Blueberries","1978","1978","ha","","M","Data not available"
"QCL","Crops and livestock products","173","Poland","5312","Area harvested","552","Blueberries","1979","1979","ha","","M","Data not available"
"QCL","Crops and livestock products","173","Poland","5312","Area harvested","552","Blueberries","1980","1980","ha","","M","Data not available"
