#species_taxid	min_ungapped_length	max_ungapped_length	expected_ungapped_length	number_of_genomes
58343	5068000	15000000	10136581	4
59586	34142000	51215000	42755125	46
59729	815632000	1324966000	1070299142	9
59737	2704000	4058000	3381056	6
59799	11013000	33042000	22027726	4
59813	4515000	6774000	5673594	4
59814	3913000	5871000	4885065	27
59816	4568	6853	5711	1
59817	6363	9544	7954	4
59843	5123000	8023000	6573305	5
60520	2652000	3980000	3309281	12
60549	6877000	10316000	8596552	5
60550	6387000	9581000	7963447	15
60552	5525000	8289000	6911851	128
60847	3175000	4763000	3944467	5
60890	3632000	5450000	4541013	10
61015	2205000	3308000	2761755	22
61645	4100000	6100000	5100000	281
61646	3668000	5504000	4572787	19
61647	4391000	6588000	5478589	21
61648	4500000	6200000	5350000	23
61651	4185000	6278000	5231307	4
61652	4100000	6300000	5200000	14
62079	2770	8311	5541	4
62088	1005000	1601000	1298163	15
62140	3201000	4992000	4096391	4
62322	4145000	6218000	5250121	14
64104	4540000	6811000	5663748	113
64320	8645	13000	10807	5
64363	15142000	45428000	30284678	19
64495	21516000	64549000	42841631	50
64518	29745000	44619000	37182119	9
65058	2001000	3003000	2501730	36
66269	3824000	5737000	4785464	30
66370	4832000	14497000	9664207	4
66428	6426000	9640000	8044912	4
66738	29189000	43785000	36935601	5
66851	1666000	2501000	2083511	5
66948	8423000	12635000	10456042	8
67258	6095000	9144000	7619476	6
67260	5974000	8963000	7463818	5
67282	6354000	9533000	7944750	5
67294	6259000	9390000	7849962	4
67304	7688000	11534000	9544071	5
67780	3049000	4575000	3812301	11
67824	4300000	6200000	5250000	50
67825	4300000	6200000	5250000	10
67826	4300000	6200000	5250000	21
67827	4300000	6200000	5250000	54
67829	4300000	6200000	5250000	1
67855	2021000	3033000	2526693	4
68170	8359000	12540000	10449723	4
68270	7973000	11961000	9967045	5
68570	7497000	11247000	9354309	8
69373	2991000	4487000	3869504	5
69710	2026000	3364000	2694894	4
69781	24490000	36736000	30536533	11
69824	2360000	3541000	2950774	4
69891	17788000	26684000	22236185	5
70775	4532000	7074000	5803218	18
70799	4281000	6422000	5351435	4
71237	2068000	3104000	2585958	18
71433	5855000	8783000	7318761	4
71451	3667000	5502000	4584308	6
71452	3387000	5082000	4213440	11
71657	3078000	4618000	3848106	6
71999	2274000	3413000	2843987	14
72000	2159000	3240000	2701618	26
72026	1418000	2129000	1773544	4
72036	439040000	891219000	665129626	5
72557	5165000	7749000	6453142	17
73044	5140000	7712000	6484259	4
73098	4500000	6200000	5350000	3
74316	2628000	3944000	3286245	6
74426	1796000	2696000	2265997	80
74706	1974000	2963000	2471374	37
74722	29196000	43795000	36495090	4
74790	21455000	32184000	26819739	7
74829	3488000	5234000	4361957	12
75105	7230000	10846000	9032490	11
76122	2066000	3100000	2582919	5
76259	3372000	5060000	4215869	4
76517	1372000	2060000	1715949	4
76594	3669000	5505000	4560540	7
77022	3062000	4611000	3797857	26
77038	1027000	1542000	1284669	6
77044	39202000	58804000	49002534	6
77095	2754000	4132000	3465067	11
77166	169312000	253969000	211083151	4
77298	5250000	7876000	6562829	6
77608	3588000	5383000	4494710	5
77635	2222000	3334000	2777677	4
78544	5268000	7903000	6514188	13
78633	207809000	431356000	319582365	4
78898	32262000	48394000	40327758	4
79327	386933000	1160802000	773867583	5
79588	17208000	44450000	30829093	4
80842	4583000	6876000	5729478	8
80854	4102000	6154000	5127966	12
80866	5329000	7994000	6630389	19
80867	2104000	6314000	4216890	17
80869	3962000	6014000	4956056	15
82135	1159000	1740000	1438771	4
82367	3463000	5196000	4409379	9
82374	1967000	3494000	2730353	4
82380	3115000	4674000	3892546	9
82508	19690000	29537000	24667729	7
82524	32727000	49091000	40908945	4
82541	4469000	6705000	5569332	10
82633	5098000	8144000	6621040	10
82676	6292	9439	7866	4
82688	2018000	3028000	2498385	5
83186	46183000	77832000	62007477	4
83219	3227000	4842000	4034552	89
83231	2545000	3818000	3181342	4
83262	4546000	6820000	5682787	17
83263	4378000	8320000	6348880	4
83462	8402000	12604000	10502867	13
83526	2169000	3255000	2726897	6
83552	2399000	3600000	3004123	4
83554	941000	1412000	1176422	73
83555	926000	1390000	1157725	43
84030	2305000	6917000	4611202	4
84032	3672000	5509000	4590738	4
84096	4038000	6058000	5039210	5
84112	2750000	4126000	3458420	80
84135	1436000	2156000	1795903	6
84531	4475000	6817000	5646243	4
84595	4944000	7417000	6180512	7
85692	8476970000	12715457000	10595926533	4
85693	4801000	7203000	6001708	5
85698	5220000	7831000	6576805	143
85701	1309000	3115000	2212063	7
85708	1413	2120	1767	2423
85831	4134000	6202000	5195220	18
85982	30371000	47015000	38693135	5
85991	884000	1327000	1106197	17
86102	2147000	3222000	2684812	7
86668	4974000	7579000	6276657	4
86836	17344000	26017000	21765074	8
86840	4866000	7300000	6083099	11
87541	1319000	1980000	1649651	4
87883	5153000	7730000	6442308	393
88431	2517000	3818000	3172766	57
88456	35397000	53097000	44243292	40
88886	132190000	198287000	165238645	4
89014	3111000	4668000	3823670	7
89053	4033000	6050000	5106452	7
89059	1841000	2762000	2313671	4
89061	1577000	2367000	1971958	4
89153	3041000	4563000	3833740	7
90239	1653000	2480000	2066626	4
90244	2268000	3403000	2835675	4
90245	1993000	2991000	2499738	11
91492	25810000	38717000	32263507	6
91844	191000	513000	352068	15
91915	2603000	3906000	3254650	6
91928	26128000	39193000	32660053	10
91943	24359000	73080000	48719850	15
92644	8814000	13223000	11018516	6
92647	6877000	10317000	8588540	14
92942	7203000	10806000	9004558	14
92945	2621000	3932000	3276390	5
93064	3912000	5870000	4830159	76
93218	4487000	6732000	5602913	22
93220	4311000	6468000	5389547	10
93222	4765000	7148000	5849770	6
93378	3051000	4578000	3814381	4
94138	2135000	3204000	2669708	4
95342	5956	8934	7445	10
95485	6459000	10545000	8501936	12
95486	6357000	9537000	7931331	461
96241	3204000	4808000	4016917	16
96344	4129000	9866000	6997422	6
96345	2199000	3299000	2774979	253
97096	43992000	65989000	54988747	41
97478	1355000	2864000	2079103	15
98668	5496000	8245000	6870320	4
98671	1086000	3260000	2173200	4
99653	6301000	14117000	10208989	4
100053	3248000	4874000	4061826	6
100217	100000	152000	125883	19
100755	2263	3394	2829	15
100787	52710000	90665000	71687321	8
100816	28137000	42207000	35284308	5
100861	32716000	84035000	58375764	7
100884	3042000	4565000	3754995	9
100886	1820000	2732000	2276835	18
100951	13938000	27382000	20660129	7
101028	29556000	44335000	36945160	4
101201	29925000	44888000	36981400	13
103232	8542000	12814000	10677810	4
103621	2091000	3137000	2614023	5
103816	3931000	6635000	5253547	18
103855	3912000	5870000	4897770	30
103892	2015000	3024000	2520024	7
104087	4493000	8600000	6569267	17
104099	2408000	3613000	3010195	4
104101	2688000	4034000	3365235	5
104102	2987000	4482000	3746694	11
104268	2686000	4031000	3358580	5
104336	2854000	4282000	3563228	6
104609	5426000	8140000	6782963	7
104628	1309000	1964000	1638326	34
104782	102699000	308098000	205398173	6
105219	3874000	5812000	4850535	12
106588	1536000	4611000	3073978	4
106590	3978000	10855000	7416678	15
106592	5531000	9345000	7438062	20
106648	3772000	5659000	4715080	50
106649	3833000	5751000	4814759	11
106654	3200000	4700000	3950000	173
106966	5912	8869	7391	11
107401	2676000	4015000	3328124	38
109328	2284000	3427000	2855727	4
109790	1224000	2040000	1620454	66
109975	4793000	11265000	8028605	6
110321	5342000	8015000	6732508	51
112090	26732000	80197000	53464605	13
112904	2444000	3667000	3055159	5
113107	1600000	2401000	2000262	14
113366	153000	231000	191718	5
113540	589570000	884356000	736963138	5
114155	30761000	46143000	38452111	4
114186	139000	209000	173802	11
114524	4037000	12114000	8075925	18
114742	22700000	68101000	45400005	13
115357	212743000	638232000	425487872	7
117680	5572000	8360000	6966176	7
117681	5972000	8960000	7466226	30
118140	5611	8416	7014	13
120576	2661000	3993000	3327232	6
120577	2625000	3939000	3282220	9
120957	5547000	10817000	8181962	6
120959	4666000	7000000	5832568	7
121428	3672000	5509000	4577807	5
121719	4143000	6918000	5530656	7
121759	23451000	35177000	29314059	4
121791	14000	22000	18246	14
122355	4215000	6324000	5291596	8
123822	1850000	2776000	2313223	4
123841	1298000	1948000	1622996	5
123899	3528000	5294000	4410991	14
125945	88480000	265441000	176960164	4
126385	3500000	6000000	4750000	38
128780	3154000	4732000	3889775	8
128785	3162000	4745000	3953654	6
129338	2727000	4444000	3585511	5
129355	28320000	69689000	49004543	5
129364	62209000	93315000	77761924	5
129727	107000	162000	135353	4
129817	4790000	7186000	5990368	6
129875	27000	41000	33791	97
129921	7392000	11089000	9240616	4
129950	100	110	25	9
129951	28000	44000	35911	187
132144	915000	2328000	1674039	4
132476	5110000	7666000	6387567	4
134821	591000	888000	732889	15
135487	5108000	7663000	6385560	35
135577	2271000	3408000	2839759	5
135735	4252000	6379000	5318960	9
136468	4552000	6830000	5690741	97
137545	4267000	6402000	5334846	6
137591	1966000	2950000	2463717	64
140626	2085000	3129000	2607232	5
146819	8406000	12610000	10499951	5
146827	2122000	3184000	2639000	5
146919	3049000	4574000	3815602	127
146922	6947000	10422000	8684800	4
146923	6213000	9320000	7715546	6
147207	941000	2826000	1883713	9
150055	1481000	2223000	1851144	48
150056	2006000	3010000	2532348	9
150123	3412000	5120000	4265930	4
150340	4071000	6107000	5139900	4
151081	3275000	4914000	4099316	14
151781	1585000	2379000	1982428	8
151783	5058000	7588000	6313939	4
152268	4184000	6277000	5230624	5
152331	2090000	3137000	2613609	31
152332	2015000	3024000	2519554	4
152480	5978000	8968000	7473930	85
152500	5077000	7616000	6346677	26
152682	3145000	4719000	3938135	12
153151	2658000	3988000	3323060	5
153493	1716000	2576000	2175579	4
153496	2615000	3923000	3269041	4
154046	4524000	9572000	6986905	25
154288	2426000	3641000	3033551	243
155077	3661000	5492000	4576568	4
155194	1298000	1948000	1634591	4
155322	4742000	7114000	5918410	253
155866	1326000	1991000	1666048	6
155892	3241000	4862000	4091974	10
156630	27032000	40549000	33778118	7
156980	2923000	4386000	3662335	5
156981	2648000	5586000	4093533	8
157183	23844000	35767000	29805727	4
157268	1317000	1976000	1646584	8
157687	1888000	2834000	2361227	7
157782	3858000	5789000	4823531	9
158080	2904000	4357000	3630075	6
158484	3882000	5824000	4852814	7
158627	4612000	6920000	5845484	5
160386	2461000	3693000	3077012	4
160404	1381000	4145000	2762680	6
160453	3323000	4986000	4154933	5
160699	4130000	6196000	5211026	4
160808	2501000	3914000	3264018	8
161398	3778000	5669000	4723489	8
161879	2010000	3016000	2513126	8
161934	245580000	736742000	491161276	11
162145	10000	17000	13335	5
162425	24387000	36581000	30483837	4
162426	2791000	4188000	3489290	8
163011	5223000	7836000	6515738	6
165179	2784000	4592000	3687274	146
165848	107383000	322151000	214767197	24
166486	3448000	5173000	4302757	17
168469	5308000	7963000	6673402	4
168471	2551000	3828000	3190852	50
168697	4591000	6887000	5729763	12
168935	3718000	5579000	4648643	4
169292	2187000	3282000	2720157	35
169388	32951000	70715000	51833033	5
169427	5855000	8783000	7262109	4
169430	8948000	13423000	11172696	11
169435	2618000	4615000	3570759	16
169669	5076000	7615000	6345885	4
169679	4003000	6006000	5006787	65
171383	3790000	5686000	4737840	4
171693	2940000	4411000	3675175	4
172042	2107000	3161000	2634007	7
172043	2999000	4500000	3749261	4
172045	3428000	5143000	4286053	27
174685	1839000	2760000	2299658	4
175628	3482000	5224000	4408313	14
176102	3610000	5417000	4513688	4
176275	28017000	42026000	34715735	24
176292	1643000	2466000	2071032	4
178001	1646000	2470000	2058061	5
178214	1521000	2283000	1901777	4
178606	1924000	2888000	2405882	7
178901	2266000	4839000	3552099	6
179636	3842000	5764000	4802873	6
180957	3880000	5821000	4850012	102
181123	509043000	1527131000	1016049381	5
181343	28901000	43352000	36126572	7
181667	6586	9879	8233	5
181675	1363000	2045000	1703925	4
182096	21751000	32627000	27189132	4
182270	3687000	5532000	4670719	4
182337	4195000	6293000	5244020	5
182845	55839000	83759000	69565679	39
183417	3100000	4652000	3875927	5
183795	5036000	7555000	6295449	9
184870	1653000	2539000	2095589	5
185007	2380000	4255000	3317326	4
185008	2711000	4067000	3388930	4
185793	2189	3284	2737	7
186540	15000	22000	18875	1
186541	15000	22000	18935	1
186805	120000	181000	150270	12
187304	5273000	7911000	6561391	11
187327	1795000	2693000	2271684	9
187452	1571000	2358000	1964414	4
187493	3069000	4605000	3836876	4
187979	1914000	2873000	2403064	4
188144	4390000	6586000	5471633	18
188932	4964000	7447000	6140365	8
189381	3482000	5224000	4344713	10
190721	4667000	7563000	6115292	11
190893	4483000	6726000	5620367	31
190895	4286000	6431000	5363468	14
191292	5147000	7721000	6349038	8
191390	5000000	7501000	6260378	8
191391	5452000	8180000	6682560	5
193462	6564000	9847000	8205019	4
194440	7226	11000	9033	4
194441	7165	11000	8957	9
194544	86067000	138049000	112057973	4
194963	5362000	8044000	6702527	6
195088	3261000	4893000	4076870	4
195105	3300000	4951000	4125358	4
196024	3837000	5757000	4787505	55
196064	24427000	73284000	48855536	10
196093	2192	3288	2740	4
196367	4051000	12155000	8103177	6
197575	1567000	2352000	1959422	6
197614	1727000	2592000	2165206	17
198252	504000	1515000	1009782	18
198618	5352000	8029000	6725289	10
198620	4874000	7313000	6100607	23
199306	19679000	33227000	26452983	12
199591	2427000	3652000	3039411	6
199592	2807000	4212000	3552213	7
200450	4488000	6734000	5634567	5
200451	4348000	7553000	5950138	13
200452	4567000	6851000	5708778	12
200454	4743000	7115000	5870486	9
202772	4859000	7290000	6067584	4
202950	2858000	4289000	3596934	12
202951	2695000	4044000	3384519	6
202954	2721000	4865000	3793054	6
202956	2271000	3407000	2841347	27
205870	40000	62000	50894	12
206506	3171000	4757000	3964094	4
207340	3941000	5913000	4998431	6
208199	3390000	5087000	4277653	6
208223	3845000	5769000	4818619	9
208224	4100000	6100000	5100000	219
208348	51021000	139218000	95119761	17
208479	5178000	7768000	6463044	32
208602	6141000	9213000	7677286	5
208962	4000000	6300000	5150000	322
211146	3909000	5864000	4886648	4
212035	882000	1481000	1181874	8
212663	4407000	6611000	5509043	23
213419	2846000	4270000	3553219	5
215580	3068000	4603000	3846812	4
216778	3326000	5141000	4238875	17
216816	1922000	2884000	2409259	948
220932	2212	3319	2766	5
221126	3764000	5647000	4706212	6
221167	37416000	81168000	59292093	9
221822	3397000	5163000	4280038	24
223919	4686000	7030000	5857971	4
223967	4679000	7019000	5896436	6
225991	3175000	4764000	3969186	9
225992	2634000	4387000	3510398	7
229007	2371000	4931000	3835693	4
229634	2193	3290	2742	5
229636	2188	3282	2735	4
233316	3777000	5667000	4704030	6
237258	2188000	3284000	2747749	4
237609	4642000	6965000	5803521	4
237610	4227000	6341000	5305139	24
237895	7243000	10866000	9054257	14
238834	3845000	6140000	4992064	26
239935	2189000	3393000	2796860	222
240427	2808000	4213000	3510481	5
240865	2210	3315	2763	15
242606	3715000	5574000	4644245	4
244366	4500000	6700000	5600000	940
244518	343875000	1031628000	687751628	5
244566	4874000	7312000	6065346	19
245174	7636000	11455000	9545103	22
246167	4183000	6654000	5419319	169
246432	2232000	3349000	2786216	52
246787	5545000	8319000	6940998	46
251699	4837000	7257000	6049801	9
251701	5028000	7543000	6279033	109
251747	3769000	5654000	4713765	9
252970	5866000	8800000	7332833	7
253239	2407000	3612000	3009512	5
254758	3148000	4724000	3942442	13
254785	1599000	2399000	1999126	21
255045	6630000	9946000	8277086	20
255507	1787000	2681000	2233768	6
255519	3833000	5751000	4792472	4
255984	2147000	3221000	2700629	5
256466	3362000	8740000	6050766	4
256701	3071000	4608000	3839577	4
257438	2753000	4131000	3441823	8
257708	2812000	6438000	4624884	5
257758	1570000	2620000	2095000	118
258505	4175000	8806000	6490241	4
260552	3274000	4913000	4093446	6
260554	3312000	4970000	4140511	34
260714	1172000	1759000	1465144	4
261299	2509000	3765000	3086644	14
262077	3093000	4641000	3866958	4
262209	2785000	4178000	3481552	16
262324	4922000	7384000	6056613	4
263511	3243000	8528000	5885431	6
263819	3499000	5250000	4374668	10
264251	3502000	5254000	4518266	4
264483	15182000	22774000	18977907	10
264691	5617000	8426000	7015268	14
264697	4077000	6116000	5061468	4
264951	24293000	36440000	30366579	5
265294	85000	128000	106380	21
265606	5719000	8580000	7147632	4
265726	3657000	5487000	4572146	5
265959	2998000	4498000	3748084	4
267818	1804000	2707000	2254088	9
269673	2629000	3944000	3286557	7
270146	2224	3336	2780	4
270256	3812	5718	4765	4
270918	3023000	4536000	3779915	5
271420	2692000	6573000	4632647	8
271881	2503000	3755000	3145821	12
279009	26526000	39791000	33158713	5
279813	3246000	4871000	4050909	5
279826	4658000	6988000	5823324	4
280145	3144000	4799000	3971446	11
280147	3125000	4689000	3907483	4
280332	6958000	10438000	8697822	4
281068	29368000	44054000	36711005	5
281362	2542000	6276000	4409172	4
282267	29165000	43749000	36457434	4
282268	29740000	44612000	37176029	5
282269	29338000	44008000	36672670	4
282272	29411000	44118000	36764507	4
282683	4697000	7046000	5958757	4
283686	4478000	6719000	5597423	14
283734	2200000	3100000	2650000	2926
285458	7214000	10823000	9018469	5
288795	16685000	36868000	26776251	23
289078	23260000	34892000	29076056	4
289389	209000	630000	419638	5
290055	2743000	4115000	3437007	10
290335	2114000	3172000	2635399	22
291644	4533000	6801000	5666302	54
291645	4552000	6829000	5674125	12
292717	28431000	42648000	35691167	4
292800	2556000	6099000	4327629	48
293050	3315000	4974000	4144753	8
293089	3277000	7779000	5527809	4
293373	29175000	43764000	36469800	13
293386	2957000	4437000	3695122	16
293387	2992000	4489000	3743308	94
293389	3053000	4581000	3785799	8
293939	24806000	37211000	31050511	13
293958	5909000	8864000	7440590	5
296199	4541000	6813000	5587397	4
299583	1489000	2235000	1862430	53
299767	4100000	6100000	5100000	89
300019	2635000	3953000	3293760	4
300028	3803000	5705000	4772018	5
300181	4118000	6178000	5148571	90
300876	4365000	6548000	5462984	4
301301	2873000	4311000	3590564	8
301302	2855000	4283000	3583531	13
303541	1345000	2019000	1682348	6
304207	2284000	3987000	3135367	8
305977	3364000	5047000	4205291	4
306025	1077	1616	1347	4
306554	40300000	60452000	50375841	6
307486	2311000	3468000	2889550	4
307502	850000	1624000	1236914	5
307658	144878000	374675000	259776323	4
308354	2044000	3067000	2555289	9
310453	32320000	55645000	43982339	18
310910	37352000	56030000	46774586	6
311180	4158000	7032000	5595001	7
312279	703000	2110000	1406396	6
312306	3304000	8207000	5755740	7
317577	2405000	5759000	4081935	4
317735	2830000	4246000	3538145	4
318456	4018000	6028000	5057490	24
318683	2695000	4044000	3369297	5
318829	28195000	50117000	39198251	316
319653	1803000	2705000	2246946	5
319939	4780000	7172000	5985337	21
320778	4427000	6642000	5534968	4
320912	3604000	5407000	4505700	5
321318	2858000	4288000	3572735	4
321662	4873000	7311000	6096453	12
321846	4915000	7373000	6209591	22
321895	6405000	9609000	8008696	5
322505	1892000	2839000	2365354	4
322509	1985000	4588000	3286101	4
323284	3269000	4956000	4112765	4
324685	1594	2391	1993	114
324767	3989000	5985000	5001688	7
324768	3886000	5830000	4884996	5
325452	28060000	48253000	38156499	12
326522	1827000	2741000	2283939	5
329854	4786000	7181000	6049678	34
332055	3219000	5372000	4424862	7
332112	9262000	27787000	18524106	8
332186	3862000	5794000	4824477	20
332411	3565000	5349000	4456915	5
333754	6315	9472	7894	6
333757	6376	9564	7970	4
333767	6442	9663	8053	12
333924	5917	8876	7397	25
333926	5846	8769	7308	5
333962	3393000	5091000	4262912	5
334207	6034	9051	7543	4
334542	5319000	8374000	6846621	31
336203	3496000	6405000	4950386	6
336810	135000	406000	268037	39
336988	1470000	2207000	1838036	5
337039	6307	9460	7884	10
337041	6323	9484	7904	7
337042	6280	9420	7850	8
337044	6264	9397	7831	4
337050	6278	9417	7848	4
337051	6128	9192	7660	24
337052	6362	9543	7953	6
337243	2854000	4283000	3568392	10
337941	29219000	43830000	36501077	4
338188	4088000	6133000	5101069	25
339268	4501000	6753000	5635613	21
340320	2893000	4341000	3617461	5
340414	27047000	40571000	33809044	4
341220	3849000	5775000	4812037	5
342113	5707000	8562000	7134987	11
342409	235000	354000	294261	13
342942	1929000	4571000	3250167	7
343517	3833000	5751000	4792012	4
343874	2344000	4545000	3444260	8
344589	46601000	139806000	93203356	4
344736	3989000	6273000	5131076	5
352475	3987000	6002000	4994548	4
356829	1728000	2594000	2161057	4
357240	3697000	5547000	4622146	5
357276	4368000	6553000	5479038	97
357441	2190000	3286000	2724393	98
357446	17642000	36028000	26834625	7
358742	5034000	7552000	6298950	6
358743	5180000	7772000	6476047	9
359110	5280000	7922000	6601213	6
360422	4248000	6374000	5310972	11
360807	3024000	4538000	3801976	14
361101	1699000	2549000	2124041	10
361277	2898000	4348000	3623275	9
361575	3563000	5346000	4454891	4
363265	2365000	3952000	3158676	8
363952	4298000	6449000	5378660	24
364410	2172000	3259000	2715780	10
365349	4026000	6041000	5040108	5
365591	3354000	5032000	4239180	4
367190	3847000	5772000	4766106	9
368603	3332000	4999000	4182580	4
370622	3352000	5029000	4195358	4
370769	3083000	5940000	4511559	4
371036	3827000	5741000	4777242	4
371601	5102000	7654000	6380964	167
375175	2226000	3340000	2782906	9
376620	2527000	3792000	3163083	8
376804	2898000	4348000	3619924	4
379064	3379000	5070000	4224182	4
379097	3641000	5462000	4551503	6
379347	3830000	5746000	4787605	54
379893	3693000	5541000	4617167	7
380021	5556000	8335000	6945424	74
384602	2042000	3065000	2546656	4
386414	2493000	3740000	3121392	8
386891	1738000	2631000	2184753	9
387090	3084000	4627000	3855100	7
387661	3690000	5537000	4622020	10
390842	2370000	3556000	2963097	5
391228	2276	3414	2845	4
392030	90176000	270530000	180353108	13
392032	111889000	189931000	150910415	10
392033	134154000	402204000	268178967	8
392416	1775000	2664000	2219370	4
394751	3577000	5366000	4471498	7
394935	4107000	6162000	5159921	14
395599	5237000	7856000	6546438	5
396323	2479000	3719000	3099050	6
400121	1628	2442	2035	5
400946	1694000	2542000	2118160	26
401562	4073000	6111000	5092239	4
401619	465000	699000	581913	5
404941	3958000	5939000	4948648	10
408139	3533000	5301000	4416922	7
409322	2452000	3680000	3077465	9
409998	3379000	5069000	4224127	7
410072	2639000	3960000	3299637	55
412384	4031000	6753000	5402701	41
413497	4000000	5000000	4500000	56
413501	4000000	5000000	4500000	9
413502	4000000	5000000	4500000	14
413503	4000000	5000000	4500000	74
416943	5645000	8468000	7056273	9
417368	2168000	3253000	2710056	6
418240	2898000	5272000	4085805	86
420645	1656000	2485000	2112502	4
420778	25422000	48671000	37046368	5
420952	6547000	9822000	8184321	4
421010	7728	11000	9660	1
421767	4454000	6683000	5593313	4
425941	2117000	3177000	2647472	5
426114	2976000	4465000	3720659	4
430531	5319000	7980000	6717532	4
431269	5013000	7520000	6266506	4
435897	5016000	7525000	6270124	7
435910	3866000	5801000	4833599	4
436515	5417000	8127000	6771730	8
437897	1923000	2886000	2404378	13
438356	15501000	46504000	31002227	5
438744	2782000	4174000	3478129	5
440079	3424000	5137000	4280583	5
442694	4163000	6246000	5192819	474
446660	2238000	3358000	2798076	13
446692	3159000	4740000	3909876	9
446860	2910000	4367000	3621927	4
447106	3361000	5042000	4201335	5
447135	1815891000	2723837000	2269864010	4
449520	1473000	2210000	1841855	8
449659	1871000	2808000	2339920	5
450367	4382000	6574000	5487247	20
451644	5162000	7744000	6452573	12
453050	8584	12000	10731	1
454130	32451000	48677000	40363521	6
454171	2729000	4095000	3412032	4
455432	5953000	10843000	8397700	10
456327	4256000	6385000	5300022	102
456999	20750000	62253000	41501703	33
458197	4163000	6245000	5203976	7
459472	3127000	4691000	3917161	5
459526	3380000	7333000	5356251	8
459529	5398000	8098000	6633357	4
460384	5196000	7795000	6499021	4
460519	7493000	11240000	9341554	135
460523	7114000	10673000	8893565	15
467085	888000	2667000	1827907	4
468911	1926000	2890000	2407953	4
470150	4480000	6721000	5601885	5
470565	2403000	3606000	3013887	12
470868	5508000	8263000	6885524	4
470933	3590000	5849000	4719401	4
470934	3847000	5771000	4824004	18
471189	2666000	4132000	3399341	5
472693	3131000	4698000	3892376	5
472694	4022000	6035000	5028470	17
472695	3555000	5347000	4450904	4
474922	45521000	68759000	57476048	13
477641	4087000	6132000	5109458	5
479117	1892000	2839000	2366785	6
481446	3229000	4845000	4037236	8
481723	2275000	3413000	2833656	5
482957	7054000	10583000	8801983	18
483913	3405000	5109000	4242130	7
484184	5661000	8493000	7080437	4
487698	3522000	5284000	4403137	7
488446	5476000	8214000	6614478	9
488447	7060000	10591000	8765031	91
488546	1370000	2600000	1985000	5
488729	6100000	9152000	7707687	10
488730	6650000	9976000	8313229	6
488731	6211000	9317000	7764072	16
488732	5532000	8300000	6916200	20
491921	1863000	2796000	2329946	5
492670	3167000	4752000	3959827	459
497725	4300000	6452000	5396071	4
498019	10000000	14500000	12250000	111
501571	2631000	3947000	3278615	7
502049	3345000	5979000	4662095	7
504487	3018000	4529000	3789393	4
505249	2293000	3441000	2866788	5
505252	3856000	5786000	4821029	30
505694	2774000	4163000	3468539	4
508451	1615000	2474000	2044682	28
511998	3382000	5074000	4228214	11
512643	3514000	5272000	4436723	9
515393	5669000	8505000	7087425	11
517719	3113000	4671000	3892067	4
519450	735000	1104000	916353	5
522485	1370000	2600000	1985000	2
523103	18529000	27795000	23161702	4
535744	3549000	5325000	4436888	4
536079	27000	42000	34462	6
536441	2032000	3049000	2583523	4
536633	2504000	5775000	4139585	7
538381	4007000	6011000	5010549	6
539813	4100000	6100000	5100000	22
540070	86000	130000	107708	22
540747	4864000	7298000	6081236	4
542832	15319000	45960000	30639562	7
544580	2489000	3735000	3113455	24
544581	2681000	4023000	3352368	4
544645	3850000	5776000	4822903	8
544718	1532000	2299000	1922182	8
545651	26775000	40164000	33435089	9
546165	1014000	1522000	1267783	15
546367	3847000	5772000	4720333	32
547987	582000	874000	727959	7
553239	3304000	4957000	4130884	59
553611	3693000	5540000	4625642	17
553814	3233000	5456000	4344128	4
554344	4434000	6652000	5489804	5
555791	1878000	2818000	2374193	6
556287	1001000	1503000	1251701	8
558537	5661000	8493000	7019963	5
558541	3552000	5329000	4454714	11
560555	4651000	6978000	5814450	6
561184	4338000	6509000	5423543	16
561879	2974000	4463000	3735068	80
566027	1982000	2974000	2477540	6
568098	3712000	5570000	4641163	4
570156	3656000	5485000	4570506	5
571256	4046000	6163000	5104417	6
573508	22408000	33613000	27833351	4
573658	584000	1754000	1168904	15
574096	4011000	6017000	5013453	13
574560	3968000	6633000	5300867	4
574930	5339000	8009000	6673764	5
574964	4310000	6467000	5443798	4
574987	2463000	3696000	3080735	6
576117	3090000	4636000	3864749	4
576610	1187000	2224000	1705691	7
576611	1754000	2633000	2161389	13
